date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:50:08	1428/1428	---M--	200	added ('OK')	image/gif	date:Fri,%2011%20Jul%202008%2010:39:50%20GMT	http://www.humanforcetunisie.com/images/bordurebashf.gif	C:/My%20Web%20Sites/eeee/www.humanforcetunisie.com/images/bordurebashf.gif	(from http://www.humanforcetunisie.com/candidat/offre-emploi-human-force.php)
08:50:09	27178/27178	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Jun%202018%2007:49:37%20GMT	http://www.humanforcetunisie.com/candidat/offre-emploi-human-force.php?pageNum_offrenligne=1&totalRows_offrenligne=53	C:/My%20Web%20Sites/eeee/www.humanforcetunisie.com/candidat/offre-emploi-human-force3fbf.html	(from http://www.humanforcetunisie.com/candidat/offre-emploi-human-force.php)
08:50:09	20506/20506	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Jun%202018%2007:49:37%20GMT	http://www.humanforcetunisie.com/candidat/offre-emploi-human-force.php?pageNum_offrenligne=17&totalRows_offrenligne=53	C:/My%20Web%20Sites/eeee/www.humanforcetunisie.com/candidat/offre-emploi-human-forcebd24.html	(from http://www.humanforcetunisie.com/candidat/offre-emploi-human-force.php)
08:50:10	2758/2758	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Nov%202008%2015:49:27%20GMT	http://www.humanforcetunisie.com/images/cvtunisie.jpg	C:/My%20Web%20Sites/eeee/www.humanforcetunisie.com/images/cvtunisie.jpg	(from http://www.humanforcetunisie.com/candidat/interimaire-human-force.php)
08:50:11	26125/26125	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Jun%202018%2007:49:39%20GMT	http://www.humanforcetunisie.com/candidat/offre-emploi-human-force.php?pageNum_offrenligne=0&totalRows_offrenligne=53	C:/My%20Web%20Sites/eeee/www.humanforcetunisie.com/candidat/offre-emploi-human-forceb682.html	(from http://www.humanforcetunisie.com/candidat/offre-emploi-human-force.php?pageNum_offrenligne=1&totalRows_offrenligne=53)
08:50:12	31312/31312	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Jun%202018%2007:49:40%20GMT	http://www.humanforcetunisie.com/candidat/offre-emploi-human-force.php?pageNum_offrenligne=2&totalRows_offrenligne=53	C:/My%20Web%20Sites/eeee/www.humanforcetunisie.com/candidat/offre-emploi-human-forcedb62.html	(from http://www.humanforcetunisie.com/candidat/offre-emploi-human-force.php?pageNum_offrenligne=1&totalRows_offrenligne=53)
08:50:12	27402/27402	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Nov%202008%2015:49:31%20GMT	http://www.humanforcetunisie.com/images/1-p3-1.jpg	C:/My%20Web%20Sites/eeee/www.humanforcetunisie.com/images/1-p3-1.jpg	(from http://www.humanforcetunisie.com/candidat/interimaire-human-force.php)
08:50:12	7208/7208	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Nov%202008%2015:49:28%20GMT	http://www.humanforcetunisie.com/images/1-p3-4.jpg	C:/My%20Web%20Sites/eeee/www.humanforcetunisie.com/images/1-p3-4.jpg	(from http://www.humanforcetunisie.com/candidat/interimaire-human-force.php)
08:50:12	23597/23597	---M-Z	200	added ('OK')	text/html	date:Mon,%2004%20Jun%202018%2007:49:40%20GMT	http://www.humanforcetunisie.com/candidat/offre-emploi-human-force.php?pageNum_offrenligne=16&totalRows_offrenligne=53	C:/My%20Web%20Sites/eeee/www.humanforcetunisie.com/candidat/offre-emploi-human-forceff08.html	(from http://www.humanforcetunisie.com/candidat/offre-emploi-human-force.php?pageNum_offrenligne=17&totalRows_offrenligne=53)
08:50:12	20155/20155	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Nov%202008%2015:49:29%20GMT	http://www.humanforcetunisie.com/images/1-p3-2.jpg	C:/My%20Web%20Sites/eeee/www.humanforcetunisie.com/images/1-p3-2.jpg	(from http://www.humanforcetunisie.com/candidat/interimaire-human-force.php)
